	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19
OTU9438	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	18	0	0
OTU9439	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	4	6	4
OTU9440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9
OTU9441	0	0	0	0	0	0	8	5	6	0	1	0	0	0	0	0	0	0	0	0
OTU9442	0	3	0	0	6	1	2	0	3	0	0	0	0	0	0	0	1	2	2	0
OTU9443	0	1	0	0	0	0	2	4	12	1	0	0	0	0	0	0	0	0	0	0
OTU9444	0	1	0	0	0	3	1	1	1	2	0	0	0	4	2	1	1	2	0	1
OTU9445	0	1	2	0	0	0	1	4	2	0	0	0	0	0	0	0	2	6	2	0
OTU9446	0	0	0	0	0	0	0	1	15	2	2	0	0	0	0	0	0	0	0	0
OTU9447	0	1	0	0	0	2	2	0	8	0	0	0	0	0	0	1	6	0	0	0
OTU9448	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	12	0	0
OTU9449	0	0	0	5	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	6
OTU9450	0	0	0	2	0	0	6	4	1	0	0	0	5	1	0	0	0	0	0	1
OTU9451	0	0	0	0	0	0	3	1	8	2	0	0	0	0	0	0	1	4	0	1
OTU9452	0	0	2	0	0	0	1	0	0	0	0	0	0	2	11	3	1	0	0	0
OTU9453	0	0	0	0	0	0	2	5	0	3	0	2	1	0	0	0	0	0	7	0
OTU9454	0	9	1	0	2	0	1	1	0	0	0	0	0	0	0	0	1	5	0	0
OTU9455	0	1	0	1	2	1	6	4	4	0	1	0	0	0	0	0	0	0	0	0
OTU9456	0	0	0	0	0	1	13	2	4	0	0	0	0	0	0	0	0	0	0	0
OTU9457	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9458	0	0	2	0	2	0	0	0	0	6	0	1	0	0	0	0	1	6	1	1
OTU9459	0	0	1	0	0	1	1	1	5	0	0	0	1	1	0	0	0	4	2	3
OTU9460	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	14	0	3	0
OTU9461	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	4	7	4	0
OTU9462	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	3	7	3	2
OTU9463	0	3	1	0	6	4	2	1	2	0	0	1	0	0	0	0	0	0	0	0
OTU9464	0	1	0	0	0	1	2	5	1	7	1	0	1	0	0	0	0	0	1	0
OTU9465	0	1	0	0	0	0	5	10	1	1	0	0	0	0	1	0	0	0	1	0
OTU9466	0	2	1	0	0	0	0	6	5	0	0	0	0	0	0	3	0	1	0	2
OTU9467	0	1	1	9	1	0	1	4	1	1	0	0	0	0	0	0	1	0	0	0
OTU9468	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	10
OTU9469	0	0	0	2	1	2	5	2	7	0	0	0	0	1	0	0	0	0	0	0
OTU9470	0	0	0	0	0	4	0	5	1	0	1	0	0	0	0	0	4	0	5	0
OTU9471	0	0	0	0	0	0	8	8	1	1	0	1	0	0	1	0	0	0	0	0
OTU9472	0	0	0	0	6	0	12	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU9473	0	5	1	0	1	2	4	0	3	0	0	0	0	0	0	0	1	2	1	0
OTU9474	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13
OTU9475	0	1	7	0	0	0	0	3	2	1	0	0	0	1	1	1	2	0	1	0
OTU9476	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	1
OTU9477	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0
OTU9478	0	1	1	1	1	0	5	4	7	0	0	0	0	0	0	0	0	0	0	0
OTU9479	0	2	4	0	3	1	0	2	6	1	0	0	0	0	0	0	0	1	0	0
OTU9480	0	1	3	0	0	4	2	0	0	2	0	0	0	0	1	2	1	0	3	1
OTU9481	0	5	1	0	0	1	3	5	2	2	0	0	0	0	0	0	1	0	0	0
OTU9482	0	2	0	0	0	2	7	3	4	0	0	0	0	0	0	0	0	1	1	0
OTU9483	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14
OTU9484	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	16
OTU9485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0
OTU9486	0	2	0	9	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU9487	0	0	0	0	0	0	4	8	7	1	0	0	0	0	0	0	0	0	0	0
OTU9488	0	4	1	0	0	2	1	7	3	2	0	0	0	0	0	0	0	0	0	0
OTU9489	0	3	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	10	0	1
OTU9490	0	0	0	0	2	0	0	2	6	2	0	0	0	0	0	0	0	4	4	0
OTU9491	0	0	0	0	2	1	3	4	8	2	0	0	0	0	0	0	0	0	0	0
OTU9492	0	0	0	1	0	2	6	8	1	2	0	0	0	0	0	0	0	0	0	0
OTU9493	0	0	0	0	0	8	0	2	10	0	0	0	0	0	0	0	0	0	0	0
OTU9494	0	1	0	0	0	1	4	3	2	8	0	1	0	0	0	0	0	0	0	0
OTU9495	0	0	0	0	0	0	3	5	6	0	0	0	0	0	0	0	0	0	6	0
OTU9496	0	3	0	0	0	1	4	8	4	0	0	0	0	0	0	0	0	0	0	0
OTU9497	0	6	3	0	2	3	1	4	0	0	0	0	0	0	1	0	0	0	0	0
OTU9498	0	3	0	0	0	0	0	9	0	1	0	0	0	0	0	0	7	0	0	0
OTU9499	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	3	8	3	1
OTU9500	0	2	4	0	1	9	0	0	1	2	0	0	0	0	0	0	0	1	0	0
OTU9501	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
OTU9502	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	11	1	2
OTU9503	0	0	0	0	0	0	2	5	0	3	0	0	0	0	0	0	2	0	0	8
OTU9504	0	1	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	13	0	0
OTU9505	0	14	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
OTU9506	0	0	2	1	1	1	0	0	4	3	0	0	0	3	0	1	3	0	1	0
OTU9507	0	5	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	3	7
OTU9508	0	0	0	0	0	0	3	10	5	1	0	0	0	0	0	0	0	1	0	0
OTU9509	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9510	0	1	1	0	5	0	0	2	6	1	0	0	0	0	0	0	1	1	0	2
OTU9511	0	2	0	0	0	0	0	12	4	2	0	0	0	0	0	0	0	0	0	0
OTU9512	0	0	0	0	0	1	5	10	1	0	0	0	0	0	0	0	0	2	1	0
OTU9513	0	9	2	0	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU9514	0	1	0	0	3	1	5	1	4	2	0	0	0	0	0	0	0	2	1	0
OTU9515	0	0	0	0	0	7	6	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU9516	0	0	0	0	1	0	0	1	15	0	0	0	0	1	0	0	0	1	1	0
OTU9517	0	0	0	0	0	0	4	11	3	2	0	0	0	0	0	0	0	0	0	0
OTU9518	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	1	1	4	4	1
OTU9519	0	2	0	4	0	4	1	4	0	0	0	0	0	0	0	0	0	0	3	2
OTU9520	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	13	0	0
OTU9521	0	0	0	0	0	7	0	2	5	0	0	0	0	0	0	3	0	0	3	0
OTU9522	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	0	0
OTU9523	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	5	0
OTU9524	0	0	0	1	0	0	1	4	0	0	0	0	1	1	0	0	3	8	1	0
OTU9525	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	6
OTU9526	0	1	2	2	1	3	2	4	1	1	0	0	0	0	0	0	1	2	0	0
OTU9527	0	0	0	0	0	0	0	6	3	0	0	0	2	1	2	1	0	5	0	0
OTU9528	0	0	0	0	1	1	0	6	8	2	1	0	0	0	0	1	0	0	0	0
OTU9529	0	0	15	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0
OTU9530	0	0	0	0	0	0	7	7	3	0	0	0	0	0	0	0	0	0	0	3
OTU9531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
OTU9532	0	7	0	1	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0
OTU9533	0	0	0	0	0	0	1	4	12	2	0	1	0	0	0	0	0	0	0	0
OTU9534	0	0	0	0	0	1	1	3	6	1	0	1	0	1	0	0	3	1	2	0
OTU9535	0	1	1	0	0	2	0	8	3	5	0	0	0	0	0	0	0	0	0	0
OTU9536	0	0	0	0	0	0	7	6	6	1	0	0	0	0	0	0	0	0	0	0
OTU9537	0	3	1	0	0	10	0	4	1	1	0	0	0	0	0	0	0	0	0	0
OTU9538	0	0	0	0	0	0	14	0	1	1	0	1	0	0	0	0	3	0	0	0
OTU9539	0	1	0	0	2	0	3	2	1	0	0	0	0	0	5	0	6	0	0	0
OTU9540	0	6	2	0	7	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU9541	0	4	3	1	6	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
OTU9543	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	0
OTU9544	0	1	2	8	2	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0
OTU9545	0	0	0	0	0	0	0	9	5	5	1	0	0	0	0	0	0	0	0	0
OTU9546	0	0	0	0	0	3	5	10	1	1	0	0	0	0	0	0	0	0	0	0
OTU9547	0	0	1	1	0	16	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU9548	0	0	1	0	1	1	2	9	3	3	0	0	0	0	0	0	0	0	0	0
OTU9549	0	2	1	0	2	2	2	3	1	4	0	0	0	0	0	1	1	1	0	0
OTU9550	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9551	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	2	0	3	8
OTU9552	0	0	0	0	0	0	0	3	13	1	0	0	0	0	0	0	1	2	0	0
OTU9553	0	12	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9554	0	0	0	0	0	0	3	0	8	0	0	0	3	0	0	0	6	0	0	0
OTU9555	0	3	0	0	2	6	0	6	1	0	0	0	0	0	0	1	0	0	0	1
OTU9556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0
OTU9557	0	1	2	4	7	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU9558	0	0	0	0	13	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9559	0	2	0	0	5	0	0	5	1	0	0	0	0	0	0	0	1	4	2	0
OTU9560	0	10	2	1	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	1
OTU9561	0	2	1	0	2	2	0	5	4	0	0	0	0	1	0	0	0	0	1	2
OTU9562	0	5	3	0	3	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0
OTU9563	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	5	0	9	0
OTU9564	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0
OTU9565	0	0	1	2	0	0	0	1	2	0	0	0	0	0	0	0	4	7	2	1
OTU9566	0	0	3	0	0	0	1	0	1	1	0	0	0	0	0	2	0	7	3	2
OTU9567	0	4	4	0	3	1	1	0	2	1	0	0	0	0	0	0	0	2	2	0
OTU9568	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	15	0
OTU9569	0	0	1	0	0	3	2	0	6	0	2	0	0	0	0	0	0	0	0	6
OTU9570	0	1	2	6	1	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0
OTU9571	0	1	3	1	1	2	2	2	5	0	0	0	0	0	1	0	0	1	0	0
OTU9572	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU9573	0	6	1	0	1	0	3	0	3	0	0	0	0	0	0	2	2	0	0	1
OTU9574	0	0	0	0	0	0	4	3	7	2	0	0	0	0	2	0	1	0	0	0
OTU9575	0	4	1	0	1	0	0	4	2	0	0	0	0	0	0	1	2	1	3	0
OTU9576	0	1	0	1	1	0	0	6	4	0	0	0	0	1	3	0	2	0	0	0
OTU9577	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	13	0	0
OTU9578	0	6	4	0	2	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9579	0	0	0	0	0	0	2	1	5	1	0	0	0	0	0	0	1	4	2	3
OTU9580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
OTU9581	0	0	0	0	0	0	12	0	6	0	0	0	1	0	0	0	0	0	0	0
OTU9582	0	4	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9583	0	0	0	0	0	1	6	8	3	1	0	0	0	0	0	0	0	0	0	0
OTU9584	0	6	5	0	1	2	2	1	0	0	0	0	0	0	0	0	0	1	1	0
OTU9585	0	1	0	4	0	1	1	6	6	0	0	0	0	0	0	0	0	0	0	0
OTU9586	0	1	1	0	5	1	4	5	1	0	0	0	0	0	0	0	0	1	0	0
OTU9587	0	5	0	8	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OTU9588	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9589	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU9590	0	0	2	0	0	0	5	2	5	2	0	0	0	0	0	1	1	0	0	1
OTU9591	0	6	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0
OTU9592	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13
OTU9593	0	0	0	7	0	0	2	3	4	1	0	0	0	0	0	1	0	1	0	0
OTU9594	0	8	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0
OTU9595	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9596	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	5	0
OTU9597	0	3	1	1	1	2	3	4	2	2	0	0	0	0	0	0	0	0	0	0
OTU9598	0	1	0	1	1	1	0	3	10	0	0	0	0	0	0	1	0	0	1	0
OTU9599	0	1	0	0	1	2	4	0	10	0	0	1	0	0	0	0	0	0	0	0
OTU9600	0	0	0	0	0	0	0	1	11	2	0	0	0	1	0	0	2	1	0	1
OTU9601	0	0	0	0	2	0	1	6	4	2	0	0	0	0	0	0	0	3	1	0
OTU9602	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	8	0	4
OTU9603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
OTU9604	0	1	0	0	0	0	4	10	1	1	0	0	0	0	0	0	0	0	0	2
OTU9605	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	1	2	6	1	2
OTU9606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
OTU9607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
OTU9608	0	0	0	0	4	0	0	3	1	0	0	0	0	0	5	0	5	0	0	1
OTU9609	0	2	7	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU9610	0	6	0	0	0	0	0	0	0	2	0	0	0	0	3	0	4	0	2	2
OTU9611	0	0	0	1	0	0	1	3	3	0	0	0	0	0	0	0	11	0	0	0
OTU9612	0	0	0	0	3	0	1	4	8	0	0	0	0	0	0	0	2	0	0	1
OTU9613	0	0	0	0	0	0	1	15	2	0	0	1	0	0	0	0	0	0	0	0
OTU9614	0	0	0	0	0	0	4	4	2	0	0	0	0	1	0	0	1	6	1	0
OTU9615	0	1	0	0	0	2	4	2	4	0	0	0	0	1	0	0	2	0	0	3
OTU9616	0	1	0	0	0	5	2	0	1	8	0	0	0	0	0	0	1	1	0	0
OTU9617	0	0	0	1	2	0	0	3	10	1	0	0	1	0	0	0	0	1	0	0
OTU9618	0	0	0	0	0	0	0	0	10	8	0	0	1	0	0	0	0	0	0	0
OTU9619	0	2	0	0	4	2	3	3	1	1	1	0	0	0	0	0	2	0	0	0
OTU9620	0	1	1	12	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU9621	0	0	0	0	0	1	1	2	12	1	0	0	0	0	0	0	0	2	0	0
OTU9622	0	2	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU9623	0	0	0	1	0	0	2	0	11	3	2	0	0	0	0	0	0	0	0	0
OTU9624	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	3
OTU9625	0	0	4	0	0	8	1	1	0	0	0	0	0	0	1	0	2	1	1	0
OTU9626	0	0	0	0	0	4	0	5	10	0	0	0	0	0	0	0	0	0	0	0
OTU9627	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0
OTU9628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	16	0	0
OTU9629	0	1	3	0	1	0	4	3	4	1	0	0	0	0	0	0	1	1	0	0
OTU9630	0	3	0	1	0	1	1	10	2	1	0	0	0	0	0	0	0	0	0	0
OTU9631	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
OTU9632	0	1	0	0	0	2	2	2	0	0	0	0	0	0	1	0	1	7	3	0
OTU9633	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	12
OTU9634	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	15	0	0
OTU9635	0	0	0	0	0	2	1	12	3	0	0	0	0	0	0	0	0	1	0	0
OTU9636	0	4	0	0	0	0	3	6	0	3	0	0	0	0	0	0	0	0	0	3
OTU9637	0	3	0	1	0	0	7	0	0	3	0	0	0	0	0	0	0	5	0	0
OTU9638	0	0	0	0	0	1	2	6	1	4	0	0	0	0	0	0	2	2	1	0
OTU9639	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9640	0	6	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU9641	0	1	0	0	1	1	2	0	8	1	0	0	0	0	0	0	0	1	1	3
OTU9642	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	6	7	1	0
OTU9643	0	1	0	0	0	1	1	5	7	1	0	0	0	0	0	1	2	0	0	0
OTU9644	0	0	0	0	0	0	1	6	7	4	1	0	0	0	0	0	0	0	0	0
OTU9645	0	1	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	5	1	1
OTU9646	0	0	0	0	1	1	0	7	2	1	0	0	0	3	0	2	1	1	0	0
OTU9647	0	2	1	0	0	0	0	0	7	4	0	4	0	0	0	0	0	1	0	0
OTU9648	0	3	2	0	2	0	0	8	1	0	0	0	0	0	0	2	1	0	0	0
OTU9649	0	0	0	0	0	0	2	2	4	0	0	0	0	1	1	0	7	2	0	0
OTU9650	0	0	0	0	0	0	6	1	6	3	0	0	0	0	0	0	3	0	0	0
OTU9651	0	0	0	0	0	0	3	10	2	3	0	1	0	0	0	0	0	0	0	0
OTU9652	0	1	0	0	0	0	2	11	0	1	0	0	0	0	0	0	1	1	2	0
OTU9653	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU9654	0	9	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	3
OTU9655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0
OTU9656	0	8	0	0	3	2	0	0	1	0	0	0	0	0	1	2	2	0	0	0
OTU9657	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	3	12	0	0
OTU9658	0	0	13	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9659	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	7
OTU9660	0	0	7	0	2	0	4	2	1	2	0	0	0	0	0	0	0	0	0	1
OTU9661	0	1	0	6	2	0	0	3	5	0	0	0	0	0	1	0	0	1	0	0
OTU9662	0	0	0	0	0	0	7	0	0	3	0	0	0	0	2	0	7	0	0	0
OTU9663	0	0	12	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU9664	0	3	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	6	2	0
OTU9665	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU9666	0	4	0	0	0	2	1	8	4	0	0	0	0	0	0	0	0	0	0	0
OTU9667	0	0	6	0	8	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
OTU9668	0	0	0	0	0	0	1	12	2	0	0	0	0	0	0	1	3	0	0	0
OTU9669	0	2	0	3	0	0	0	2	11	0	0	0	0	1	0	0	0	0	0	0
OTU9670	0	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9671	0	4	0	6	0	2	0	4	2	0	1	0	0	0	0	0	0	0	0	0
OTU9672	0	0	1	0	0	0	0	3	1	0	0	0	1	0	1	0	1	9	1	1
OTU9673	0	0	6	1	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU9674	0	0	0	5	0	0	2	6	2	1	1	1	0	0	0	0	1	0	0	0
OTU9675	0	3	2	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9676	0	1	0	0	0	0	0	9	3	1	0	0	0	0	0	0	0	1	4	0
OTU9677	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	3	1	1	0	0
OTU9678	0	16	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
OTU9679	0	1	0	0	0	2	0	3	3	1	4	1	0	0	0	1	1	2	0	0
OTU9680	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	14	0	0
OTU9681	0	2	4	0	1	4	0	0	2	0	0	0	0	0	1	0	3	0	1	1
OTU9682	0	4	3	3	1	0	1	0	0	1	0	0	0	0	0	0	0	2	4	0
OTU9683	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	5	2	5
OTU9684	0	0	0	0	0	0	0	5	13	0	0	0	0	0	1	0	0	0	0	0
OTU9685	0	0	0	0	0	0	2	9	8	0	0	0	0	0	0	0	0	0	0	0
OTU9686	0	4	1	2	1	7	1	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU9687	0	8	1	1	1	0	2	3	1	0	0	0	0	0	0	0	1	1	0	0
OTU9688	0	2	0	0	1	0	4	4	2	0	0	0	0	0	0	0	4	1	0	1
OTU9689	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	13	0	0
OTU9690	0	3	0	0	0	0	1	6	7	1	0	0	0	0	1	0	0	0	0	0
OTU9691	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0
OTU9692	0	0	0	0	2	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU9693	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	14	0
OTU9694	0	0	10	1	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU9695	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	5
OTU9696	0	0	0	3	0	1	4	3	7	0	0	0	0	0	0	0	0	1	0	0
OTU9697	0	1	0	8	1	4	1	1	2	0	0	0	0	1	0	0	0	0	0	0
OTU9698	0	9	0	0	0	0	5	1	4	0	0	0	0	0	0	0	0	0	0	0
OTU9699	1	0	8	0	0	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0
OTU9700	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	9	4
OTU9701	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	8	0	6
OTU9702	0	1	1	0	2	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0
OTU9703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
OTU9704	0	4	2	1	2	2	1	3	2	0	0	0	0	0	0	0	0	2	0	0
OTU9705	0	3	0	0	3	2	0	0	2	2	0	0	0	0	5	1	0	1	0	0
OTU9706	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	10	6	0
OTU9707	0	14	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9708	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15
OTU9709	0	2	0	1	3	0	3	5	4	0	1	0	0	0	0	0	0	0	0	0
OTU9710	0	0	0	6	0	0	2	0	3	0	0	0	0	0	0	0	2	0	6	0
OTU9711	0	1	6	0	3	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0
OTU9712	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9713	0	3	2	0	0	7	1	2	3	1	0	0	0	0	0	0	0	0	0	0
OTU9714	0	6	0	0	2	0	3	0	0	0	0	0	1	1	0	0	1	1	4	0
OTU9715	0	0	0	0	4	0	1	4	6	1	1	0	0	0	2	0	0	0	0	0
OTU9716	0	6	0	0	5	0	0	2	0	0	0	0	0	0	0	1	0	1	2	2
OTU9717	0	0	1	6	1	2	4	1	3	1	0	0	0	0	0	0	0	0	0	0
OTU9718	0	0	2	2	5	1	2	3	2	2	0	0	0	0	0	0	0	0	0	0
OTU9719	0	0	0	0	0	2	0	3	14	0	0	0	0	0	0	0	0	0	0	0
OTU9720	0	0	0	0	0	0	1	8	7	2	1	0	0	0	0	0	0	0	0	0
OTU9721	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
OTU9722	0	1	0	0	1	0	2	7	0	0	0	1	0	0	1	0	3	0	1	2
OTU9723	0	0	0	0	0	1	0	3	7	1	0	0	0	0	0	0	0	0	0	7
OTU9724	0	4	0	1	0	0	2	6	4	0	0	0	0	0	0	0	1	1	0	0
OTU9725	0	6	0	0	0	0	0	3	1	1	0	0	0	0	1	0	1	5	1	0
OTU9726	0	0	7	0	2	2	0	0	0	1	0	0	0	0	0	0	1	3	3	0
OTU9727	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	4	1	3	2	3
OTU9728	0	0	0	2	1	1	4	3	4	2	0	0	0	0	0	0	0	0	2	0
OTU9729	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	9	0
OTU9730	0	0	0	0	1	5	1	0	1	10	0	0	0	0	0	0	0	1	0	0
OTU9731	0	2	0	14	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
OTU9732	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	10	2	2
OTU9733	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	1	0
OTU9734	0	4	0	0	6	1	0	2	0	2	0	0	0	1	0	0	1	2	0	0
OTU9735	0	0	0	0	0	0	8	5	6	0	0	0	0	0	0	0	0	0	0	0
OTU9736	0	0	0	0	2	0	2	3	10	1	0	1	0	0	0	0	0	0	0	0
OTU9737	0	0	1	0	0	4	1	4	7	2	0	0	0	0	0	0	0	0	0	0
OTU9738	0	2	0	0	1	0	0	10	1	0	0	0	0	4	0	1	0	0	0	0
